subj,group,dimCB,testOrder,x,phase,y,trialNum,FCrule
19114,differential,GB,expec-ID,5,test,39,4,linear blue
19114,differential,GB,expec-ID,7,test,98,5,linear blue
19114,differential,GB,expec-ID,2,test,0,6,linear blue
19114,differential,GB,expec-ID,1,test,0,7,linear blue
19114,differential,GB,expec-ID,9,test,100,8,linear blue
19114,differential,GB,expec-ID,11,test,100,9,linear blue
19114,differential,GB,expec-ID,4,test,37,10,linear blue
19114,differential,GB,expec-ID,10,test,100,11,linear blue
19115,single,GB,expec-ID,1,test,84,1,similarity
19115,single,GB,expec-ID,6,test,94,2,similarity
19115,single,GB,expec-ID,7,test,14,3,similarity
19115,single,GB,expec-ID,3,test,12,4,similarity
19115,single,GB,expec-ID,2,test,32,5,similarity
19115,single,GB,expec-ID,10,test,10,6,similarity
19115,single,GB,expec-ID,11,test,65,7,similarity
19115,single,GB,expec-ID,9,test,25,8,similarity
19115,single,GB,expec-ID,8,test,25,9,similarity
19115,single,GB,expec-ID,5,test,88,10,similarity
19115,single,GB,expec-ID,4,test,77,11,similarity
19118,single,GB,expec-ID,6,test,100,1,similarity
19118,single,GB,expec-ID,1,test,21,2,similarity
19118,single,GB,expec-ID,8,test,64,3,similarity
19118,single,GB,expec-ID,5,test,100,4,similarity
19118,single,GB,expec-ID,11,test,31,5,similarity
19118,single,GB,expec-ID,4,test,60,6,similarity
19118,single,GB,expec-ID,2,test,55,7,similarity
19118,single,GB,expec-ID,7,test,60,8,similarity
19118,single,GB,expec-ID,9,test,35,9,similarity
19118,single,GB,expec-ID,10,test,35,10,similarity
19118,single,GB,expec-ID,3,test,90,11,similarity
19123,differential,BG,expec-ID,6,test,90,1,similarity
19123,differential,BG,expec-ID,7,test,79,2,similarity
19123,differential,BG,expec-ID,2,test,0,3,similarity
19123,differential,BG,expec-ID,9,test,56,4,similarity
19123,differential,BG,expec-ID,3,test,0,5,similarity
19123,differential,BG,expec-ID,1,test,12,6,similarity
19123,differential,BG,expec-ID,5,test,76,7,similarity
19123,differential,BG,expec-ID,4,test,10,8,similarity
19123,differential,BG,expec-ID,10,test,65,9,similarity
19123,differential,BG,expec-ID,11,test,63,10,similarity
19123,differential,BG,expec-ID,8,test,81,11,similarity
19124,single,GB,expec-ID,10,test,31,1,similarity
19124,single,GB,expec-ID,5,test,86,2,similarity
19124,single,GB,expec-ID,3,test,29,3,similarity
19124,single,GB,expec-ID,8,test,28,4,similarity
19124,single,GB,expec-ID,11,test,18,5,similarity
19124,single,GB,expec-ID,1,test,18,6,similarity
19124,single,GB,expec-ID,6,test,94,7,similarity
19124,single,GB,expec-ID,9,test,15,8,similarity
19124,single,GB,expec-ID,4,test,22,9,similarity
19124,single,GB,expec-ID,2,test,15,10,similarity
19124,single,GB,expec-ID,7,test,24,11,similarity
19125,single,BG,expec-ID,4,test,80,1,linear green
19125,single,BG,expec-ID,2,test,96,2,linear green
19125,single,BG,expec-ID,9,test,0,3,linear green
19125,single,BG,expec-ID,3,test,99,4,linear green
19125,single,BG,expec-ID,10,test,91,5,linear green
19125,single,BG,expec-ID,11,test,11,6,linear green
19125,single,BG,expec-ID,1,test,100,7,linear green
19125,single,BG,expec-ID,8,test,0,8,linear green
19125,single,BG,expec-ID,5,test,13,9,linear green
19125,single,BG,expec-ID,6,test,20,10,linear green
19125,single,BG,expec-ID,7,test,4,11,linear green
19129,differential,GB,expec-ID,2,test,100,1,similarity
19129,differential,GB,expec-ID,3,test,99,2,similarity
19129,differential,GB,expec-ID,5,test,2,3,similarity
19129,differential,GB,expec-ID,7,test,2,4,similarity
19129,differential,GB,expec-ID,10,test,99,5,similarity
19129,differential,GB,expec-ID,4,test,3,6,similarity
19129,differential,GB,expec-ID,1,test,2,7,similarity
19129,differential,GB,expec-ID,8,test,0,8,similarity
19129,differential,GB,expec-ID,6,test,100,9,similarity
19129,differential,GB,expec-ID,9,test,91,10,similarity
19129,differential,GB,expec-ID,11,test,86,11,similarity
19135,single,BG,expec-ID,2,test,91,1,linear blue
19135,single,BG,expec-ID,8,test,13,2,linear blue
19135,single,BG,expec-ID,11,test,0,3,linear blue
19135,single,BG,expec-ID,10,test,0,4,linear blue
19135,single,BG,expec-ID,5,test,93,5,linear blue
19135,single,BG,expec-ID,6,test,40,6,linear blue
19135,single,BG,expec-ID,1,test,100,7,linear blue
19135,single,BG,expec-ID,4,test,92,8,linear blue
19135,single,BG,expec-ID,3,test,96,9,linear blue
19135,single,BG,expec-ID,9,test,0,10,linear blue
19135,single,BG,expec-ID,7,test,7,11,linear blue
19137,differential,BG,expec-ID,7,test,73,1,similarity
19137,differential,BG,expec-ID,10,test,59,2,similarity
19137,differential,BG,expec-ID,2,test,16,3,similarity
19137,differential,BG,expec-ID,9,test,64,4,similarity
19137,differential,BG,expec-ID,8,test,68,5,similarity
19137,differential,BG,expec-ID,11,test,62,6,similarity
19137,differential,BG,expec-ID,5,test,32,7,similarity
19137,differential,BG,expec-ID,4,test,35,8,similarity
19137,differential,BG,expec-ID,1,test,20,9,similarity
19137,differential,BG,expec-ID,6,test,61,10,similarity
19137,differential,BG,expec-ID,3,test,30,11,similarity
19140,single,GB,expec-ID,4,test,26,1,similarity
19140,single,GB,expec-ID,6,test,86,2,similarity
19140,single,GB,expec-ID,11,test,14,3,similarity
19140,single,GB,expec-ID,1,test,64,4,similarity
19140,single,GB,expec-ID,5,test,100,5,similarity
19140,single,GB,expec-ID,8,test,41,6,similarity
19140,single,GB,expec-ID,3,test,55,7,similarity
19140,single,GB,expec-ID,9,test,32,8,similarity
19140,single,GB,expec-ID,10,test,28,9,similarity
19140,single,GB,expec-ID,7,test,58,10,similarity
19140,single,GB,expec-ID,2,test,52,11,similarity
19141,single,GB,expec-ID,6,test,51,1,similarity
19141,single,GB,expec-ID,4,test,56,2,similarity
19141,single,GB,expec-ID,1,test,59,3,similarity
19141,single,GB,expec-ID,11,test,60,4,similarity
19141,single,GB,expec-ID,7,test,61,5,similarity
19141,single,GB,expec-ID,5,test,100,6,similarity
19141,single,GB,expec-ID,2,test,96,7,similarity
19141,single,GB,expec-ID,8,test,78,8,similarity
19141,single,GB,expec-ID,9,test,71,9,similarity
19141,single,GB,expec-ID,10,test,71,10,similarity
19141,single,GB,expec-ID,3,test,69,11,similarity
19148,differential,BG,expec-ID,6,test,99,1,linear green
19148,differential,BG,expec-ID,11,test,98,2,linear green
19148,differential,BG,expec-ID,7,test,100,3,linear green
19148,differential,BG,expec-ID,3,test,0,4,linear green
19148,differential,BG,expec-ID,8,test,0,5,linear green
19148,differential,BG,expec-ID,10,test,0,6,linear green
19148,differential,BG,expec-ID,9,test,0,7,linear green
19148,differential,BG,expec-ID,5,test,64,8,linear green
19148,differential,BG,expec-ID,1,test,0,9,linear green
19148,differential,BG,expec-ID,4,test,0,10,linear green
19148,differential,BG,expec-ID,2,test,2,11,linear green
19149,single,GB,expec-ID,10,test,50,1,similarity
19149,single,GB,expec-ID,5,test,88,2,similarity
19149,single,GB,expec-ID,8,test,50,3,similarity
19149,single,GB,expec-ID,9,test,33,4,similarity
19149,single,GB,expec-ID,3,test,37,5,similarity
19149,single,GB,expec-ID,6,test,100,6,similarity
19149,single,GB,expec-ID,1,test,11,7,similarity
19149,single,GB,expec-ID,11,test,24,8,similarity
19149,single,GB,expec-ID,2,test,22,9,similarity
19149,single,GB,expec-ID,4,test,70,10,similarity
19149,single,GB,expec-ID,7,test,98,11,similarity
19150,single,BG,expec-ID,11,test,4,1,linear blue
19150,single,BG,expec-ID,3,test,91,2,linear blue
19150,single,BG,expec-ID,9,test,9,3,linear blue
19150,single,BG,expec-ID,2,test,93,4,linear blue
19150,single,BG,expec-ID,8,test,94,5,linear blue
19150,single,BG,expec-ID,4,test,94,6,linear blue
19150,single,BG,expec-ID,6,test,92,7,linear blue
19150,single,BG,expec-ID,1,test,94,8,linear blue
19150,single,BG,expec-ID,7,test,8,9,linear blue
19150,single,BG,expec-ID,10,test,92,10,linear blue
19150,single,BG,expec-ID,5,test,95,11,linear blue
19152,single,GB,expec-ID,7,test,0,1,similarity
19152,single,GB,expec-ID,5,test,100,2,similarity
19152,single,GB,expec-ID,10,test,0,3,similarity
19152,single,GB,expec-ID,8,test,0,4,similarity
19152,single,GB,expec-ID,4,test,100,5,similarity
19152,single,GB,expec-ID,3,test,0,6,similarity
19152,single,GB,expec-ID,6,test,100,7,similarity
19152,single,GB,expec-ID,2,test,0,8,similarity
19152,single,GB,expec-ID,9,test,0,9,similarity
19152,single,GB,expec-ID,11,test,0,10,similarity
19152,single,GB,expec-ID,1,test,0,11,similarity
19154,differential,BG,expec-ID,4,test,0,1,similarity
19154,differential,BG,expec-ID,1,test,97,2,similarity
19154,differential,BG,expec-ID,5,test,100,3,similarity
19154,differential,BG,expec-ID,7,test,94,4,similarity
19154,differential,BG,expec-ID,11,test,57,5,similarity
19154,differential,BG,expec-ID,6,test,100,6,similarity
19154,differential,BG,expec-ID,9,test,49,7,similarity
19154,differential,BG,expec-ID,2,test,0,8,similarity
19154,differential,BG,expec-ID,8,test,90,9,similarity
19154,differential,BG,expec-ID,10,test,50,10,similarity
19154,differential,BG,expec-ID,3,test,3,11,similarity
19155,differential,GB,expec-ID,9,test,78,1,linear blue
19155,differential,GB,expec-ID,10,test,84,2,linear blue
19155,differential,GB,expec-ID,6,test,100,3,linear blue
19155,differential,GB,expec-ID,4,test,0,4,linear blue
19155,differential,GB,expec-ID,11,test,82,5,linear blue
19155,differential,GB,expec-ID,5,test,0,6,linear blue
19155,differential,GB,expec-ID,8,test,81,7,linear blue
19155,differential,GB,expec-ID,2,test,0,8,linear blue
19155,differential,GB,expec-ID,7,test,100,9,linear blue
19155,differential,GB,expec-ID,1,test,0,10,linear blue
19155,differential,GB,expec-ID,3,test,0,11,linear blue
19159,single,GB,expec-ID,4,test,86,1,linear green
19159,single,GB,expec-ID,10,test,50,2,linear green
19159,single,GB,expec-ID,3,test,87,3,linear green
19159,single,GB,expec-ID,5,test,87,4,linear green
19159,single,GB,expec-ID,11,test,50,5,linear green
19159,single,GB,expec-ID,7,test,50,6,linear green
19159,single,GB,expec-ID,6,test,87,7,linear green
19159,single,GB,expec-ID,8,test,50,8,linear green
19159,single,GB,expec-ID,2,test,83,9,linear green
19159,single,GB,expec-ID,1,test,84,10,linear green
19159,single,GB,expec-ID,9,test,50,11,linear green
19162,single,BG,expec-ID,6,test,80,1,similarity
19162,single,BG,expec-ID,11,test,50,2,similarity
19162,single,BG,expec-ID,1,test,50,3,similarity
19162,single,BG,expec-ID,8,test,88,4,similarity
19162,single,BG,expec-ID,9,test,53,5,similarity
19162,single,BG,expec-ID,5,test,55,6,similarity
19162,single,BG,expec-ID,3,test,50,7,similarity
19162,single,BG,expec-ID,7,test,90,8,similarity
19162,single,BG,expec-ID,4,test,50,9,similarity
19162,single,BG,expec-ID,2,test,50,10,similarity
19162,single,BG,expec-ID,10,test,50,11,similarity
19166,differential,BG,expec-ID,1,test,0,1,similarity
19166,differential,BG,expec-ID,6,test,100,2,similarity
19166,differential,BG,expec-ID,5,test,100,3,similarity
19166,differential,BG,expec-ID,4,test,0,4,similarity
19166,differential,BG,expec-ID,3,test,0,5,similarity
19166,differential,BG,expec-ID,8,test,51,6,similarity
19166,differential,BG,expec-ID,2,test,0,7,similarity
19166,differential,BG,expec-ID,10,test,100,8,similarity
19166,differential,BG,expec-ID,9,test,100,9,similarity
19166,differential,BG,expec-ID,7,test,100,10,similarity
19166,differential,BG,expec-ID,11,test,100,11,similarity
19168,differential,GB,expec-ID,5,test,97,1,similarity
19168,differential,GB,expec-ID,10,test,0,2,similarity
19168,differential,GB,expec-ID,11,test,1,3,similarity
19168,differential,GB,expec-ID,1,test,93,4,similarity
19168,differential,GB,expec-ID,6,test,80,5,similarity
19168,differential,GB,expec-ID,4,test,0,6,similarity
19168,differential,GB,expec-ID,9,test,95,7,similarity
19168,differential,GB,expec-ID,3,test,13,8,similarity
19168,differential,GB,expec-ID,7,test,95,9,similarity
19168,differential,GB,expec-ID,2,test,6,10,similarity
19168,differential,GB,expec-ID,8,test,88,11,similarity
19170,differential,BG,expec-ID,1,test,2,1,similarity
19170,differential,BG,expec-ID,2,test,15,2,similarity
19170,differential,BG,expec-ID,7,test,85,3,similarity
19170,differential,BG,expec-ID,5,test,73,4,similarity
19170,differential,BG,expec-ID,3,test,9,5,similarity
19170,differential,BG,expec-ID,4,test,3,6,similarity
19170,differential,BG,expec-ID,9,test,48,7,similarity
19170,differential,BG,expec-ID,11,test,42,8,similarity
19170,differential,BG,expec-ID,10,test,47,9,similarity
19170,differential,BG,expec-ID,6,test,91,10,similarity
19170,differential,BG,expec-ID,8,test,20,11,similarity
19171,single,GB,expec-ID,4,test,57,1,linear blue
19171,single,GB,expec-ID,6,test,85,2,linear blue
19171,single,GB,expec-ID,9,test,73,3,linear blue
19171,single,GB,expec-ID,5,test,61,4,linear blue
19171,single,GB,expec-ID,8,test,65,5,linear blue
19171,single,GB,expec-ID,3,test,81,6,linear blue
19171,single,GB,expec-ID,2,test,78,7,linear blue
19171,single,GB,expec-ID,10,test,72,8,linear blue
19171,single,GB,expec-ID,11,test,61,9,linear blue
19171,single,GB,expec-ID,1,test,73,10,linear blue
19171,single,GB,expec-ID,7,test,74,11,linear blue
19173,differential,BG,expec-ID,2,test,11,1,similarity
19173,differential,BG,expec-ID,3,test,11,2,similarity
19173,differential,BG,expec-ID,9,test,75,3,similarity
19173,differential,BG,expec-ID,10,test,78,4,similarity
19173,differential,BG,expec-ID,11,test,75,5,similarity
19173,differential,BG,expec-ID,5,test,80,6,similarity
19173,differential,BG,expec-ID,6,test,74,7,similarity
19173,differential,BG,expec-ID,4,test,16,8,similarity
19173,differential,BG,expec-ID,8,test,68,9,similarity
19173,differential,BG,expec-ID,7,test,71,10,similarity
19173,differential,BG,expec-ID,1,test,16,11,similarity
19174,differential,BG,expec-ID,8,test,100,1,linear green
19174,differential,BG,expec-ID,2,test,1,2,linear green
19174,differential,BG,expec-ID,11,test,100,3,linear green
19174,differential,BG,expec-ID,7,test,50,4,linear green
19174,differential,BG,expec-ID,3,test,0,5,linear green
19174,differential,BG,expec-ID,5,test,25,6,linear green
19174,differential,BG,expec-ID,10,test,100,7,linear green
19174,differential,BG,expec-ID,4,test,6,8,linear green
19174,differential,BG,expec-ID,1,test,0,9,linear green
19174,differential,BG,expec-ID,6,test,69,10,linear green
19174,differential,BG,expec-ID,9,test,100,11,linear green
19175,differential,GB,expec-ID,9,test,72,1,linear blue
19175,differential,GB,expec-ID,5,test,27,2,linear blue
19175,differential,GB,expec-ID,8,test,67,3,linear blue
19175,differential,GB,expec-ID,3,test,6,4,linear blue
19175,differential,GB,expec-ID,2,test,14,5,linear blue
19175,differential,GB,expec-ID,1,test,14,6,linear blue
19175,differential,GB,expec-ID,11,test,84,7,linear blue
19175,differential,GB,expec-ID,7,test,62,8,linear blue
19175,differential,GB,expec-ID,10,test,72,9,linear blue
19175,differential,GB,expec-ID,4,test,26,10,linear blue
19175,differential,GB,expec-ID,6,test,52,11,linear blue
19176,differential,BG,expec-ID,11,test,43,1,similarity
19176,differential,BG,expec-ID,8,test,17,2,similarity
19176,differential,BG,expec-ID,2,test,7,3,similarity
19176,differential,BG,expec-ID,7,test,62,4,similarity
19176,differential,BG,expec-ID,3,test,15,5,similarity
19176,differential,BG,expec-ID,6,test,80,6,similarity
19176,differential,BG,expec-ID,10,test,22,7,similarity
19176,differential,BG,expec-ID,4,test,20,8,similarity
19176,differential,BG,expec-ID,5,test,18,9,similarity
19176,differential,BG,expec-ID,1,test,6,10,similarity
19176,differential,BG,expec-ID,9,test,20,11,similarity
19177,single,BG,expec-ID,9,test,22,1,linear green
19177,single,BG,expec-ID,10,test,74,2,linear green
19177,single,BG,expec-ID,5,test,91,3,linear green
19177,single,BG,expec-ID,6,test,92,4,linear green
19177,single,BG,expec-ID,8,test,27,5,linear green
19177,single,BG,expec-ID,7,test,76,6,linear green
19177,single,BG,expec-ID,1,test,12,7,linear green
19177,single,BG,expec-ID,11,test,61,8,linear green
19177,single,BG,expec-ID,3,test,21,9,linear green
19177,single,BG,expec-ID,2,test,27,10,linear green
19177,single,BG,expec-ID,4,test,74,11,linear green
19181,single,BG,expec-ID,7,test,100,1,similarity
19181,single,BG,expec-ID,9,test,12,2,similarity
19181,single,BG,expec-ID,10,test,9,3,similarity
19181,single,BG,expec-ID,4,test,65,4,similarity
19181,single,BG,expec-ID,8,test,34,5,similarity
19181,single,BG,expec-ID,3,test,73,6,similarity
19181,single,BG,expec-ID,6,test,96,7,similarity
19181,single,BG,expec-ID,5,test,67,8,similarity
19181,single,BG,expec-ID,2,test,52,9,similarity
19181,single,BG,expec-ID,1,test,57,10,similarity
19181,single,BG,expec-ID,11,test,37,11,similarity
19184,single,GB,expec-ID,9,test,72,1,linear blue
19184,single,GB,expec-ID,5,test,24,2,linear blue
19184,single,GB,expec-ID,4,test,65,3,linear blue
19184,single,GB,expec-ID,3,test,17,4,linear blue
19184,single,GB,expec-ID,10,test,93,5,linear blue
19184,single,GB,expec-ID,11,test,8,6,linear blue
19184,single,GB,expec-ID,8,test,67,7,linear blue
19184,single,GB,expec-ID,7,test,33,8,linear blue
19184,single,GB,expec-ID,1,test,62,9,linear blue
19184,single,GB,expec-ID,6,test,73,10,linear blue
19184,single,GB,expec-ID,2,test,25,11,linear blue
19188,differential,BG,expec-ID,5,test,76,1,similarity
19188,differential,BG,expec-ID,4,test,17,2,similarity
19188,differential,BG,expec-ID,6,test,88,3,similarity
19188,differential,BG,expec-ID,9,test,51,4,similarity
19188,differential,BG,expec-ID,8,test,50,5,similarity
19188,differential,BG,expec-ID,1,test,6,6,similarity
19188,differential,BG,expec-ID,11,test,23,7,similarity
19188,differential,BG,expec-ID,10,test,23,8,similarity
19188,differential,BG,expec-ID,7,test,80,9,similarity
19188,differential,BG,expec-ID,3,test,17,10,similarity
19188,differential,BG,expec-ID,2,test,19,11,similarity
19192,single,BG,expec-ID,1,test,63,1,similarity
19192,single,BG,expec-ID,11,test,41,2,similarity
19192,single,BG,expec-ID,3,test,61,3,similarity
19192,single,BG,expec-ID,4,test,59,4,similarity
19192,single,BG,expec-ID,10,test,42,5,similarity
19192,single,BG,expec-ID,8,test,73,6,similarity
19192,single,BG,expec-ID,9,test,46,7,similarity
19192,single,BG,expec-ID,6,test,74,8,similarity
19192,single,BG,expec-ID,5,test,77,9,similarity
19192,single,BG,expec-ID,7,test,64,10,similarity
19192,single,BG,expec-ID,2,test,58,11,similarity
19201,single,GB,expec-ID,10,test,16,1,similarity
19201,single,GB,expec-ID,5,test,82,2,similarity
19201,single,GB,expec-ID,6,test,82,3,similarity
19201,single,GB,expec-ID,4,test,59,4,similarity
19201,single,GB,expec-ID,1,test,13,5,similarity
19201,single,GB,expec-ID,3,test,68,6,similarity
19201,single,GB,expec-ID,11,test,8,7,similarity
19201,single,GB,expec-ID,9,test,9,8,similarity
19201,single,GB,expec-ID,2,test,16,9,similarity
19201,single,GB,expec-ID,7,test,7,10,similarity
19201,single,GB,expec-ID,8,test,5,11,similarity
19204,single,GB,expec-ID,5,test,81,1,similarity
19204,single,GB,expec-ID,9,test,15,2,similarity
19204,single,GB,expec-ID,7,test,78,3,similarity
19204,single,GB,expec-ID,8,test,13,4,similarity
19204,single,GB,expec-ID,10,test,11,5,similarity
19204,single,GB,expec-ID,6,test,89,6,similarity
19204,single,GB,expec-ID,2,test,15,7,similarity
19204,single,GB,expec-ID,11,test,15,8,similarity
19204,single,GB,expec-ID,3,test,17,9,similarity
19204,single,GB,expec-ID,4,test,87,10,similarity
19204,single,GB,expec-ID,1,test,11,11,similarity
19205,differential,GB,expec-ID,7,test,77,1,linear blue
19205,differential,GB,expec-ID,8,test,99,2,linear blue
19205,differential,GB,expec-ID,2,test,1,3,linear blue
19205,differential,GB,expec-ID,9,test,99,4,linear blue
19205,differential,GB,expec-ID,6,test,66,5,linear blue
19205,differential,GB,expec-ID,3,test,5,6,linear blue
19205,differential,GB,expec-ID,1,test,2,7,linear blue
19205,differential,GB,expec-ID,5,test,26,8,linear blue
19205,differential,GB,expec-ID,4,test,7,9,linear blue
19205,differential,GB,expec-ID,10,test,99,10,linear blue
19205,differential,GB,expec-ID,11,test,99,11,linear blue
19207,single,GB,expec-ID,6,test,67,1,linear blue
19207,single,GB,expec-ID,3,test,36,2,linear blue
19207,single,GB,expec-ID,8,test,81,3,linear blue
19207,single,GB,expec-ID,9,test,84,4,linear blue
19207,single,GB,expec-ID,10,test,90,5,linear blue
19207,single,GB,expec-ID,7,test,44,6,linear blue
19207,single,GB,expec-ID,1,test,22,7,linear blue
19207,single,GB,expec-ID,4,test,25,8,linear blue
19207,single,GB,expec-ID,2,test,41,9,linear blue
19207,single,GB,expec-ID,11,test,79,10,linear blue
19207,single,GB,expec-ID,5,test,28,11,linear blue
19208,single,GB,expec-ID,3,test,72,1,linear blue
19208,single,GB,expec-ID,2,test,30,2,linear blue
19208,single,GB,expec-ID,7,test,57,3,linear blue
19208,single,GB,expec-ID,10,test,84,4,linear blue
19208,single,GB,expec-ID,1,test,38,5,linear blue
19208,single,GB,expec-ID,11,test,61,6,linear blue
19208,single,GB,expec-ID,9,test,78,7,linear blue
19208,single,GB,expec-ID,5,test,23,8,linear blue
19208,single,GB,expec-ID,8,test,74,9,linear blue
19208,single,GB,expec-ID,6,test,36,10,linear blue
19208,single,GB,expec-ID,4,test,44,11,linear blue
19212,single,GB,expec-ID,1,test,19,1,similarity
19212,single,GB,expec-ID,8,test,1,2,similarity
19212,single,GB,expec-ID,7,test,54,3,similarity
19212,single,GB,expec-ID,2,test,82,4,similarity
19212,single,GB,expec-ID,5,test,94,5,similarity
19212,single,GB,expec-ID,3,test,71,6,similarity
19212,single,GB,expec-ID,9,test,1,7,similarity
19212,single,GB,expec-ID,11,test,0,8,similarity
19212,single,GB,expec-ID,6,test,97,9,similarity
19212,single,GB,expec-ID,10,test,9,10,similarity
19212,single,GB,expec-ID,4,test,61,11,similarity
19218,single,GB,expec-ID,5,test,80,1,similarity
19218,single,GB,expec-ID,9,test,28,2,similarity
19218,single,GB,expec-ID,3,test,62,3,similarity
19218,single,GB,expec-ID,7,test,16,4,similarity
19218,single,GB,expec-ID,6,test,82,5,similarity
19218,single,GB,expec-ID,11,test,8,6,similarity
19218,single,GB,expec-ID,8,test,13,7,similarity
19218,single,GB,expec-ID,1,test,39,8,similarity
19218,single,GB,expec-ID,2,test,31,9,similarity
19218,single,GB,expec-ID,10,test,21,10,similarity
19218,single,GB,expec-ID,4,test,82,11,similarity
19219,single,BG,expec-ID,5,test,67,1,linear green
19219,single,BG,expec-ID,4,test,70,2,linear green
19219,single,BG,expec-ID,1,test,62,3,linear green
19219,single,BG,expec-ID,11,test,64,4,linear green
19219,single,BG,expec-ID,8,test,63,5,linear green
19219,single,BG,expec-ID,3,test,60,6,linear green
19219,single,BG,expec-ID,10,test,62,7,linear green
19219,single,BG,expec-ID,2,test,69,8,linear green
19219,single,BG,expec-ID,9,test,63,9,linear green
19219,single,BG,expec-ID,7,test,63,10,linear green
19219,single,BG,expec-ID,6,test,65,11,linear green
19221,differential,GB,expec-ID,11,test,96,1,linear blue
19221,differential,GB,expec-ID,9,test,67,2,linear blue
19221,differential,GB,expec-ID,3,test,6,3,linear blue
19221,differential,GB,expec-ID,8,test,83,4,linear blue
19221,differential,GB,expec-ID,2,test,15,5,linear blue
19221,differential,GB,expec-ID,5,test,38,6,linear blue
19221,differential,GB,expec-ID,1,test,9,7,linear blue
19221,differential,GB,expec-ID,10,test,92,8,linear blue
19221,differential,GB,expec-ID,4,test,34,9,linear blue
19221,differential,GB,expec-ID,6,test,67,10,linear blue
19221,differential,GB,expec-ID,7,test,86,11,linear blue
19224,single,BG,expec-ID,5,test,85,1,linear blue
19224,single,BG,expec-ID,4,test,79,2,linear blue
19224,single,BG,expec-ID,2,test,15,3,linear blue
19224,single,BG,expec-ID,6,test,71,4,linear blue
19224,single,BG,expec-ID,10,test,0,5,linear blue
19224,single,BG,expec-ID,9,test,31,6,linear blue
19224,single,BG,expec-ID,8,test,40,7,linear blue
19224,single,BG,expec-ID,1,test,99,8,linear blue
19224,single,BG,expec-ID,7,test,51,9,linear blue
19224,single,BG,expec-ID,11,test,31,10,linear blue
19224,single,BG,expec-ID,3,test,67,11,linear blue
19226,differential,BG,expec-ID,8,test,88,1,similarity
19226,differential,BG,expec-ID,9,test,73,2,similarity
19226,differential,BG,expec-ID,10,test,31,3,similarity
19226,differential,BG,expec-ID,3,test,0,4,similarity
19226,differential,BG,expec-ID,4,test,42,5,similarity
19226,differential,BG,expec-ID,2,test,0,6,similarity
19226,differential,BG,expec-ID,6,test,90,7,similarity
19226,differential,BG,expec-ID,11,test,60,8,similarity
19226,differential,BG,expec-ID,1,test,0,9,similarity
19226,differential,BG,expec-ID,7,test,91,10,similarity
19226,differential,BG,expec-ID,5,test,60,11,similarity
19227,single,BG,expec-ID,2,test,67,1,similarity
19227,single,BG,expec-ID,6,test,90,2,similarity
19227,single,BG,expec-ID,7,test,85,3,similarity
19227,single,BG,expec-ID,9,test,12,4,similarity
19227,single,BG,expec-ID,4,test,46,5,similarity
19227,single,BG,expec-ID,11,test,19,6,similarity
19227,single,BG,expec-ID,1,test,60,7,similarity
19227,single,BG,expec-ID,8,test,17,8,similarity
19227,single,BG,expec-ID,3,test,56,9,similarity
19227,single,BG,expec-ID,5,test,42,10,similarity
19227,single,BG,expec-ID,10,test,22,11,similarity
19228,single,BG,expec-ID,10,test,2,1,similarity
19228,single,BG,expec-ID,6,test,100,2,similarity
19228,single,BG,expec-ID,9,test,2,3,similarity
19228,single,BG,expec-ID,1,test,21,4,similarity
19228,single,BG,expec-ID,3,test,21,5,similarity
19228,single,BG,expec-ID,8,test,62,6,similarity
19228,single,BG,expec-ID,11,test,31,7,similarity
19228,single,BG,expec-ID,2,test,8,8,similarity
19228,single,BG,expec-ID,4,test,9,9,similarity
19228,single,BG,expec-ID,5,test,94,10,similarity
19228,single,BG,expec-ID,7,test,100,11,similarity
19237,differential,GB,expec-ID,9,test,26,1,linear blue
19237,differential,GB,expec-ID,11,test,39,2,linear blue
19237,differential,GB,expec-ID,2,test,54,3,linear blue
19237,differential,GB,expec-ID,4,test,0,4,linear blue
19237,differential,GB,expec-ID,1,test,44,5,linear blue
19237,differential,GB,expec-ID,5,test,0,6,linear blue
19237,differential,GB,expec-ID,6,test,83,7,linear blue
19237,differential,GB,expec-ID,3,test,43,8,linear blue
19237,differential,GB,expec-ID,7,test,30,9,linear blue
19237,differential,GB,expec-ID,8,test,75,10,linear blue
19237,differential,GB,expec-ID,10,test,68,11,linear blue
19238,single,GB,expec-ID,8,test,35,1,linear blue
19238,single,GB,expec-ID,6,test,68,2,linear blue
19238,single,GB,expec-ID,11,test,71,3,linear blue
19238,single,GB,expec-ID,3,test,18,4,linear blue
19238,single,GB,expec-ID,4,test,19,5,linear blue
19238,single,GB,expec-ID,5,test,17,6,linear blue
19238,single,GB,expec-ID,10,test,77,7,linear blue
19238,single,GB,expec-ID,2,test,18,8,linear blue
19238,single,GB,expec-ID,7,test,68,9,linear blue
19238,single,GB,expec-ID,9,test,76,10,linear blue
19238,single,GB,expec-ID,1,test,20,11,linear blue
19240,differential,GB,expec-ID,11,test,100,1,linear blue
19240,differential,GB,expec-ID,10,test,100,2,linear blue
19240,differential,GB,expec-ID,8,test,100,3,linear blue
19240,differential,GB,expec-ID,7,test,100,4,linear blue
19240,differential,GB,expec-ID,9,test,100,5,linear blue
19240,differential,GB,expec-ID,1,test,8,6,linear blue
19240,differential,GB,expec-ID,3,test,0,7,linear blue
19240,differential,GB,expec-ID,2,test,4,8,linear blue
